no,text
300,"['today', 'NN'], ['tested', 'VBD'], ['pantene', 'NN'], ['prov', 'NN'], ['age', 'NN'], ['defy', 'NN'], ['conditioner', 'NN'], ['reported', 'VBD'], ['review', 'NN'], ['matching', 'VBG'], ['shampoo', 'JJ'], ['age', 'NN'], ['defy', 'VBD'], ['little', 'JJ'], ['hesitant', 'NN'], ['first', 'RB'], ['use', 'JJ'], ['line', 'NN'], ['good', 'JJ'], ['experience', 'NN'], ['pantenes', 'NNS'], ['shampoo', 'VBD'], ['conditioner', 'NN'], ['found', 'VBD'], ['pantenes', 'NNS'], ['conditioner', 'NN'], ['strong', 'JJ'], ['scent', 'NN'], ['and', 'CC'], ['pleasant', 'JJ'], ['scent', 'NN'], ['opinion', 'NN'], ['well', 'RB'], ['weighing', 'VBG'], ['hair', 'PRP'], ['down', 'RP'], ['like', 'IN'], ['matching', 'VBG'], ['shampoo', 'JJ'], ['age', 'NN'], ['defy', 'NN'], ['conditioner', 'NN'], ['pleasant', 'NN'], ['smell', 'NN'], ['strong', 'JJ'], ['all', 'DT'], ['fine', 'JJ'], ['hair', 'NN'], ['conditioner', 'NN'], ['gave', 'VBD'], ['hair', 'JJ'], ['nice', 'JJ'], ['volume', 'NN'], ['bounce', 'NN'], ['weigh', 'JJ'], ['hair', 'NN'], ['down', 'RP'], ['hair', 'NN'], ['look', 'VB'], ['smooth', 'JJ'], ['frizzy', 'JJ'], ['scalp', 'NN'], ['dry', 'JJ'], ['greasy', 'NN'], ['using', 'VBG'], ['it', 'PRP'], ['usually', 'RB'], ['quite', 'RB'], ['picky', 'JJ'], ['hair', 'NN'], ['product', 'NN'], ['one', 'CD'], ['may', 'MD'], ['one', 'CD'], ['add', 'VB'], ['replace', 'VB'], ['usual', 'JJ'], ['one', 'CD'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
301,"['really', 'RB'], ['like', 'IN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['collection', 'NN'], ['smell', 'NN'], ['absolutely', 'RB'], ['fantastic', 'JJ'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['amazing', 'JJ'], ['hair', 'NN'], ['really', 'RB'], ['dry', 'JJ'], ['looking', 'VBG'], ['dead', 'JJ'], ['lately', 'RB'], ['constantly', 'JJ'], ['condition', 'NN'], ['hair', 'NN'], ['well', 'RB'], ['apply', 'RB'], ['variety', 'NN'], ['hair', 'NN'], ['mask', 'NN'], ['using', 'VBG'], ['age', 'NN'], ['defy', 'NN'], ['conditioner', 'NN'], ['confidently', 'RB'], ['say', 'VBP'], ['hair', 'NN'], ['feel', 'NN'], ['younger', 'RB'], ['softer', 'JJR'], ['shiny', 'JJ'], ['alive', 'JJ'], ['made', 'VBN'], ['hair', 'NN'], ['lot', 'NN'], ['shiny', 'JJ'], ['bouncy', 'NN'], ['dullness', 'NN'], ['thick', 'NN'], ['long', 'RB'], ['hair', 'JJ'], ['hard', 'JJ'], ['find', 'NN'], ['something', 'NN'], ['work', 'NN'], ['well', 'RB'], ['term', 'NN'], ['keeping', 'VBG'], ['looking', 'VBG'], ['fresh', 'JJ'], ['used', 'VBN'], ['conditioner', 'NN'], ['similar', 'JJ'], ['hair', 'NN'], ['mask', 'NN'], ['left', 'VBD'], ['minute', 'JJ'], ['washing', 'VBG'], ['definitely', 'RB'], ['made', 'VBN'], ['difference', 'NN'], ['productivity', 'NN'], ['highly', 'RB'], ['recommend', 'VB'], ['definitely', 'RB'], ['go', 'VB'], ['buy', 'VB'], ['another', 'DT'], ['bottle', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
302,"['love', 'VB'], ['stuff', 'NN'], ['wowza', 'NN'], ['thick', 'JJ'], ['bottle', 'NN'], ['im', 'NN'], ['talking', 'VBG'], ['thick', 'JJ'], ['cover', 'NN'], ['well', 'RB'], ['little', 'JJ'], ['go', 'VBP'], ['long', 'JJ'], ['way', 'NN'], ['assume', 'IN'], ['like', 'IN'], ['me', 'PRP'], ['put', 'VBD'], ['conditioner', 'JJR'], ['hair', 'NN'], ['tend', 'VBP'], ['thing', 'NN'], ['like', 'IN'], ['shaving', 'VBG'], ['brushing', 'VBG'], ['teeth', 'NNS'], ['lot', 'NN'], ['conditioner', 'JJ'], ['end', 'NN'], ['running', 'VBG'], ['face', 'NN'], ['yikes', 'NNS'], ['drip', 'VBP'], ['eye', 'NN'], ['ouch', 'JJ'], ['completely', 'RB'], ['rinsing', 'VBG'], ['hair', 'NN'], ['without', 'IN'], ['ever', 'RB'], ['touching', 'VBG'], ['boo', 'NN'], ['stuff', 'NN'], ['smell', 'VBP'], ['phenomenal', 'JJ'], ['soooooo', 'NN'], ['silky', 'NNS'], ['make', 'VBP'], ['big', 'JJ'], ['difference', 'NN'], ['blow', 'NN'], ['drying', 'VBG'], ['hair', 'NN'], ['too', 'RB'], ['fine', 'JJ'], ['dry', 'JJ'], ['broken', 'VBN'], ['hair', 'NN'], ['always', 'RB'], ['halo', 'VBD'], ['hair', 'NN'], ['stick', 'JJ'], ['head', 'NN'], ['caused', 'VBD'], ['breakage', 'NN'], ['pantene', 'NN'], ['expert', 'NN'], ['prov', 'JJ'], ['age', 'NN'], ['defy', 'NN'], ['conditioner', 'NN'], ['actually', 'RB'], ['make', 'VB'], ['lay', 'JJR'], ['down', 'RP'], ['cant', 'NN'], ['tell', 'NN'], ['happy', 'JJ'], ['make', 'VB'], ['me', 'PRP'], ['stuff', 'JJ'], ['legit', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
303,"['im', 'NN'], ['usually', 'RB'], ['picky', 'JJ'], ['conditioner', 'NN'], ['use', 'NN'], ['hair', 'NN'], ['hesitant', 'JJ'], ['try', 'NN'], ['pantenes', 'NNS'], ['expertprov', 'VBP'], ['agedefy', 'JJ'], ['conditioner', 'NN'], ['certainly', 'RB'], ['glad', 'RB'], ['did', 'VBD'], ['like', 'IN'], ['strong', 'JJ'], ['fragrance', 'NN'], ['love', 'NN'], ['light', 'JJ'], ['natural', 'JJ'], ['floral', 'JJ'], ['vanilla', 'NN'], ['like', 'IN'], ['warm', 'JJ'], ['scent', 'NN'], ['conditioner', 'NN'], ['nice', 'JJ'], ['thick', 'NN'], ['little', 'JJ'], ['go', 'VBP'], ['long', 'JJ'], ['way', 'NN'], ['also', 'RB'], ['love', 'VBP'], ['container', 'NN'], ['tube', 'NN'], ['stand', 'VBP'], ['cap', 'NN'], ['product', 'NN'], ['always', 'RB'], ['available', 'JJ'], ['squeezed', 'VBN'], ['out', 'RP'], ['rinse', 'NN'], ['without', 'IN'], ['leaving', 'VBG'], ['heavy', 'JJ'], ['residue', 'JJ'], ['two', 'CD'], ['month', 'NN'], ['using', 'VBG'], ['it', 'PRP'], ['hair', 'JJ'], ['always', 'RB'], ['feel', 'VBP'], ['strong', 'JJ'], ['full', 'JJ'], ['volume', 'NN'], ['two', 'CD'], ['month', 'NN'], ['still', 'RB'], ['tube', 'CC'], ['full', 'JJ'], ['happy', 'JJ'], ['last', 'JJ'], ['long', 'JJ'], ['time', 'NN'], ['definitely', 'RB'], ['buy', 'VB'], ['conditioner', 'NN'], ['again', 'RB'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
304,"['ive', 'JJ'], ['tested', 'VBN'], ['pantene', 'NN'], ['expert', 'NN'], ['prov', 'NN'], ['agedefy', 'NN'], ['conditioner', 'NN'], ['along', 'IN'], ['shampoo', 'JJ'], ['last', 'JJ'], ['month', 'NN'], ['think', 'VBP'], ['shampoo', 'JJ'], ['ok', 'JJ'], ['love', 'NN'], ['love', 'NN'], ['love', 'NN'], ['conditioner', 'NN'], ['product', 'NN'], ['chemical', 'NN'], ['smell', 'NN'], ['reminiscent', 'JJ'], ['hairdressing', 'VBG'], ['salon', 'NN'], ['im', 'NN'], ['willing', 'JJ'], ['overlook', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['fantastic', 'JJ'], ['thick', 'NN'], ['hold', 'NN'], ['upside', 'JJ'], ['hand', 'NN'], ['move', 'NN'], ['thick', 'NN'], ['need', 'VBP'], ['small', 'JJ'], ['amount', 'NN'], ['smooth', 'JJ'], ['hair', 'NN'], ['love', 'IN'], ['it', 'PRP'], ['however', 'RB'], ['smooth', 'VBD'], ['wiry', 'JJ'], ['grey', 'NNS'], ['hair', 'VBP'], ['no', 'DT'], ['smooth', 'JJ'], ['rest', 'VBP'], ['hair', 'NN'], ['make', 'VBP'], ['fall', 'NN'], ['smoother', 'NN'], ['bouncier', 'NN'], ['yes', 'NNS'], ['would', 'MD'], ['purchase', 'VB'], ['yes', 'RB'], ['heartbeat', 'NN'], ['would', 'MD'], ['make', 'VB'], ['great', 'JJ'], ['conditioning', 'NN'], ['treatment', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
305,"['bzz', 'NN'], ['agent', 'NN'], ['received', 'VBD'], ['full', 'JJ'], ['size', 'NN'], ['bottle', 'NN'], ['pantene', 'NN'], ['expert', 'NN'], ['prov', 'JJ'], ['age', 'NN'], ['defy', 'NN'], ['conditioner', 'NN'], ['test', 'NN'], ['review', 'NN'], ['hair', 'NN'], ['grey', 'JJ'], ['grey', 'NN'], ['thin', 'JJ'], ['pretty', 'RB'], ['unmanageable', 'JJ'], ['rest', 'NN'], ['hair', 'NN'], ['simply', 'RB'], ['lost', 'VBD'], ['luster', 'NN'], ['impressed', 'JJ'], ['product', 'NN'], ['first', 'JJ'], ['application', 'NN'], ['realized', 'VBN'], ['needed', 'VBN'], ['small', 'JJ'], ['amount', 'NN'], ['conditioner', 'NN'], ['compared', 'VBN'], ['conditioner', 'NN'], ['hair', 'NN'], ['look', 'VBP'], ['feel', 'NN'], ['stronger', 'RB'], ['healthy', 'JJ'], ['grey', 'NNS'], ['hair', 'JJ'], ['soft', 'JJ'], ['manageable', 'JJ'], ['fragrance', 'NN'], ['subtle', 'JJ'], ['soft', 'JJ'], ['shiny', 'NNS'], ['hair', 'NN'], ['again', 'RB'], ['product', 'NN'], ['actually', 'RB'], ['work', 'VB'], ['better', 'RB'], ['much', 'JJ'], ['expensive', 'JJ'], ['product', 'NN'], ['ive', 'NN'], ['purchased', 'VBD'], ['salon', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
306,"['love', 'VB'], ['pantene', 'NN'], ['expert', 'JJ'], ['age', 'NN'], ['defy', 'NN'], ['conditioner', 'NN'], ['pleasant', 'JJ'], ['scent', 'NN'], ['thick', 'NN'], ['easy', 'JJ'], ['work', 'NN'], ['long', 'RB'], ['straggly', 'RB'], ['hair', 'JJ'], ['bit', 'NN'], ['difficult', 'JJ'], ['rinse', 'NN'], ['thick', 'JJ'], ['hair', 'NN'], ['felt', 'VBD'], ['silky', 'JJ'], ['soft', 'JJ'], ['even', 'RB'], ['wet', 'VBP'], ['airdrying', 'VBG'], ['dry', 'JJ'], ['unruly', 'JJ'], ['coarse', 'JJ'], ['hair', 'NN'], ['soft', 'JJ'], ['manageable', 'JJ'], ['laid', 'VBN'], ['quite', 'RB'], ['nicely', 'RB'], ['severe', 'JJ'], ['trouble', 'NN'], ['frizz', 'NN'], ['helped', 'VBD'], ['much', 'JJ'], ['conditioner', 'NN'], ['claim', 'NN'], ['fight', 'VBD'], ['seven', 'CD'], ['sign', 'NN'], ['aging', 'VBG'], ['hair', 'NN'], ['hair', 'NN'], ['these', 'DT'], ['frizz', 'VBP'], ['unruly', 'JJ'], ['gray', 'JJ'], ['dryness', 'NN'], ['conditioner', 'NN'], ['nice', 'JJ'], ['job', 'NN'], ['and', 'CC'], ['since', 'IN'], ['age', 'NN'], ['defy', 'NN'], ['worked', 'VBD'], ['well', 'RB'], ['ill', 'JJ'], ['try', 'VB'], ['intense', 'JJ'], ['smooth', 'CC'], ['expert', 'JJ'], ['line', 'NN'], ['next', 'IN'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
307,"['think', 'VB'], ['one', 'CD'], ['best', 'JJS'], ['conditioner', 'NN'], ['used', 'VBN'], ['side', 'NN'], ['salon', 'NN'], ['using', 'VBG'], ['product', 'NN'], ['compared', 'VBN'], ['salon', 'JJ'], ['product', 'NN'], ['using', 'VBG'], ['thick', 'JJ'], ['feel', 'NN'], ['fairly', 'RB'], ['short', 'JJ'], ['hair', 'NN'], ['need', 'VBP'], ['huge', 'JJ'], ['amount', 'NN'], ['hair', 'NN'], ['washing', 'VBG'], ['using', 'VBG'], ['conditioner', 'NN'], ['drying', 'VBG'], ['hair', 'NN'], ['le', 'FW'], ['fly', 'NN'], ['aways', 'VBZ'], ['little', 'JJ'], ['frizz', 'JJ'], ['normal', 'JJ'], ['day', 'NN'], ['pleased', 'VBD'], ['product', 'NN'], ['leave', 'VB'], ['shelf', 'NN'], ['store', 'NN'], ['worth', 'JJ'], ['little', 'JJ'], ['extra', 'JJ'], ['get', 'VB'], ['great', 'JJ'], ['way', 'NN'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['frizz', 'NNS'], ['free', 'JJ'], ['little', 'JJ'], ['product', 'NN'], ['needed', 'VBN'], ['keep', 'JJ'], ['hair', 'NN'], ['check', 'VB'], ['let', 'NN'], ['know', 'VB'], ['go', 'VB'], ['coming', 'JJ'], ['day', 'NN'], ['keep', 'VB'], ['testing', 'VBG'], ['product', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
308,"['thick', 'JJ'], ['dry', 'JJ'], ['curly', 'RB'], ['hair', 'NN'], ['thats', 'NNS'], ['prone', 'VBP'], ['dryness', 'NN'], ['split', 'NN'], ['end', 'NN'], ['breakage', 'NN'], ['shedding', 'VBG'], ['shampoo', 'JJ'], ['conditioner', 'NN'], ['leaf', 'JJ'], ['hair', 'NN'], ['soft', 'JJ'], ['shiny', 'NN'], ['conditioned', 'VBN'], ['but', 'CC'], ['without', 'IN'], ['heavy', 'JJ'], ['waxy', 'NN'], ['buildup', 'NN'], ['like', 'IN'], ['hair', 'NN'], ['product', 'NN'], ['also', 'RB'], ['love', 'VBP'], ['soft', 'JJ'], ['grownup', 'NN'], ['scent', 'NN'], ['leaf', 'NN'], ['hairim', 'JJ'], ['fan', 'NN'], ['powerful', 'JJ'], ['fruity', 'NN'], ['scent', 'NN'], ['popular', 'JJ'], ['today', 'NN']"
309,"['stuff', 'NN'], ['turn', 'VBP'], ['hair', 'JJ'], ['straw', 'JJ'], ['satin', 'NN'], ['instantly', 'RB'], ['hard', 'JJ'], ['find', 'VBP'], ['retail', 'JJ'], ['store', 'NN'], ['hope', 'NN'], ['discontinued', 'VBN'], ['every', 'DT'], ['pantene', 'NN'], ['product', 'NN'], ['ive', 'NN'], ['used', 'VBN'], ['awesome', 'RB'], ['even', 'RB'], ['better', 'RBR'], ['overpriced', 'VBD'], ['stuff', 'NN'], ['salon', 'NN']"
310,"['love', 'VB'], ['stuff', 'NN'], ['dye', 'NN'], ['hair', 'NN'], ['end', 'NN'], ['get', 'NN'], ['dry', 'JJ'], ['conditioner', 'NN'], ['fix', 'VBD'], ['it', 'PRP']"
311,"['love', 'NN'], ['age', 'NN'], ['defy', 'JJ'], ['shampoo', 'NN'], ['usually', 'RB'], ['use', 'VBP'], ['leave', 'VBP'], ['conditioner', 'NNS'], ['even', 'RB'], ['use', 'VBP'], ['brand', 'NN'], ['conditioner', 'NN'], ['time', 'NN'], ['necessary', 'JJ'], ['happy', 'JJ'], ['it', 'PRP'], ['great', 'JJ'], ['value', 'NN'], ['too', 'RB']"
312,"['far', 'RB'], ['pleased', 'JJ'], ['way', 'NN'], ['hair', 'NN'], ['behaving', 'VBG'], ['feel', 'NN'], ['fuller', 'NN'], ['manages', 'VBZ'], ['better', 'JJR'], ['see', 'VB'], ['feel', 'JJ'], ['difference', 'NN'], ['glad', 'NN'], ['gave', 'VBD'], ['try', 'NN'], ['plan', 'NN'], ['stick', 'JJ'], ['see', 'NN'], ['work', 'NN'], ['long', 'JJ'], ['term', 'NN']"
313,"['product', 'NN'], ['complete', 'JJ'], ['joke', 'NNS'], ['say', 'VBP'], ['left', 'VBN'], ['old', 'JJ'], ['dried', 'VBN'], ['hair', 'NN'], ['look', 'NN'], ['cant', 'JJ'], ['get', 'NN'], ['brush', 'NN'], ['certainly', 'RB'], ['leave', 'VBP'], ['glossy', 'JJ'], ['gleaming', 'NN'], ['finish', 'JJ'], ['buy', 'NN']"
314,"['bought', 'JJ'], ['conditioner', 'NNS'], ['day', 'NN'], ['usually', 'RB'], ['get', 'VB'], ['regular', 'JJ'], ['tresemme', 'NN'], ['conditioner', 'NN'], ['saw', 'VBD'], ['one', 'CD'], ['little', 'JJ'], ['expensive', 'JJ'], ['said', 'VBD'], ['expert', 'NN'], ['listed', 'VBN'], ['fancy', 'JJ'], ['ingredient', 'NN'], ['really', 'RB'], ['understand', 'JJ'], ['but', 'CC'], ['doe', 'NN'], ['figured', 'VBD'], ['probably', 'RB'], ['higher', 'JJR'], ['quality', 'JJ'], ['product', 'NN'], ['know', 'VB'], ['why', 'WRB'], ['case', 'NN'], ['me', 'PRP'], ['using', 'VBG'], ['day', 'NN'], ['now', 'RB'], ['im', 'VBP'], ['ready', 'JJ'], ['stop', 'VB'], ['hair', 'NN'], ['feel', 'VB'], ['greasy', 'JJ'], ['messy', 'JJ'], ['behaving', 'NN'], ['like', 'IN'], ['normally', 'RB'], ['doe', 'VB'], ['honestly', 'RB'], ['used', 'VBN'], ['last', 'JJ'], ['remnant', 'JJ'], ['regular', 'JJ'], ['conditioner', 'NN'], ['bottle', 'NN'], ['watereddown', 'NN'], ['could', 'MD'], ['get', 'VB'], ['last', 'JJ'], ['bit', 'NN'], ['bottle', 'JJ'], ['we', 'PRP'], ['that', 'WDT'], ['right', 'VBD'], ['worked', 'VBN'], ['better', 'RBR'], ['this', 'DT'], ['fan', 'NN'], ['all', 'DT'], ['disappointing', 'JJ']"
315,"['biracial', 'JJ'], ['curly', 'JJ'], ['super', 'JJ'], ['dry', 'JJ'], ['hair', 'NN'], ['relied', 'VBD'], ['conditioner', 'NN'], ['go', 'VB'], ['island', 'JJ'], ['lifestyle', 'JJ'], ['im', 'NN'], ['usually', 'RB'], ['salt', 'JJ'], ['water', 'NN'], ['chlorine', 'NN'], ['shower', 'NN'], ['least', 'JJS'], ['twice', 'RB'], ['day', 'NN'], ['used', 'VBD'], ['original', 'JJ'], ['karatin', 'NN'], ['formula', 'NN'], ['nourish', 'JJ'], ['lock', 'NN'], ['looked', 'VBD'], ['amazing', 'JJ'], ['keratin', 'NN'], ['conditioner', 'NN'], ['avocado', 'JJ'], ['oil', 'NN'], ['leave', 'VBP'], ['in', 'IN'], ['new', 'JJ'], ['formula', 'NN'], ['much', 'JJ'], ['lighter', 'JJR'], ['hair', 'NN'], ['moisture', 'NN'], ['starved', 'VBD'], ['hold', 'JJ'], ['gold', 'NN'], ['curl', 'NN'], ['look', 'NN'], ['matter', 'VBP'], ['down', 'RP'], ['sad', 'JJ'], ['sure', 'JJ'], ['changed', 'VBN'], ['formula', 'NN']"
316,"['hair', 'NN'], ['wavycurly', 'RB'], ['always', 'RB'], ['frizzy', 'VBP'], ['due', 'JJ'], ['humidity', 'NN'], ['read', 'VBD'], ['bottle', 'JJ'], ['keratin', 'JJ'], ['smooth', 'JJ'], ['line', 'NN'], ['excited', 'VBD'], ['see', 'NN'], ['helped', 'VBD'], ['battle', 'NN'], ['frizz', 'NN'], ['decided', 'VBD'], ['give', 'JJ'], ['try', 'NN'], ['washed', 'VBD'], ['hair', 'NN'], ['shampoo', 'NNS'], ['used', 'VBD'], ['conditioner', 'NN'], ['bone', 'NN'], ['straight', 'VBD'], ['cant', 'JJ'], ['even', 'RB'], ['scrunch', 'VBP'], ['it', 'PRP'], ['soooo', 'VBZ'], ['truly', 'RB'], ['upset', 'JJ'], ['hair', 'NN'], ['ever', 'RB'], ['curl', 'RB'], ['ive', 'JJ'], ['washed', 'VBN'], ['twice', 'RB'], ['since', 'IN'], ['using', 'VBG'], ['keratin', 'VB'], ['smooth', 'JJ'], ['stuff', 'NN'], ['used', 'VBN'], ['stuff', 'VB'], ['one', 'CD'], ['time', 'NN'], ['and', 'CC'], ['help', 'VB'], ['frizz', 'VB'], ['either', 'CC'], ['right', 'RB'], ['now', 'RB'], ['im', 'VBZ'], ['living', 'VBG'], ['nightmare', 'NN'], ['want', 'VBP'], ['curl', 'NN'], ['back', 'RB'], ['definitely', 'RB'], ['would', 'MD'], ['recommend', 'VB'], ['line', 'NN'], ['anyone', 'NN']"
317,"['changed', 'VBN'], ['shampoo', 'NN'], ['tresemme', 'NN'], ['keratin', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['realise', 'NN'], ['real', 'JJ'], ['bad', 'JJ'], ['idea', 'NN'], ['hair', 'NN'], ['never', 'RB'], ['felt', 'VBD'], ['worse', 'JJR'], ['curly', 'RB'], ['hair', 'NN'], ['using', 'VBG'], ['product', 'NN'], ['feeling', 'NN'], ['like', 'IN'], ['straw', 'JJ'], ['believing', 'VBG'], ['promise', 'JJ'], ['tv', 'NN'], ['commercial', 'JJ'], ['bought', 'VBD'], ['largest', 'JJS'], ['bottle', 'NN'], ['omg', 'JJ'], ['waste', 'NN'], ['hair', 'NN'], ['give', 'VBP'], ['oily', 'RB'], ['feel', 'VB'], ['soon', 'RB'], ['wash', 'JJ'], ['hair', 'NN'], ['sorry', 'JJ'], ['guy', 'NN'], ['would', 'MD'], ['definately', 'RB'], ['never', 'RB'], ['reccommend', 'VBP'], ['product', 'NN'], ['real', 'JJ'], ['bad', 'JJ']"
318,"['shampooconditioner', 'NN'], ['great', 'JJ'], ['first', 'JJ'], ['daynot', 'NN'], ['great', 'JJ'], ['next', 'JJ'], ['day', 'NN'], ['normal', 'JJ'], ['hair', 'NN'], ['go', 'VBP'], ['day', 'NN'], ['two', 'CD'], ['without', 'IN'], ['washing', 'VBG'], ['product', 'NN'], ['im', 'NN'], ['disappointed', 'VBD'], ['expensive', 'JJ'], ['regular', 'JJ'], ['product', 'NN']"
319,"['dry', 'JJ'], ['frizzy', 'NN'], ['hair', 'NN'], ['year', 'NN'], ['tried', 'VBD'], ['many', 'JJ'], ['product', 'NN'], ['failed', 'VBD'], ['tried', 'VBD'], ['this', 'DT'], ['using', 'VBG'], ['tresemmes', 'NNS'], ['smooth', 'JJ'], ['silky', 'JJ'], ['shamcond', 'NN'], ['plus', 'CC'], ['applying', 'VBG'], ['3x', 'CD'], ['recommended', 'JJ'], ['amount', 'NN'], ['leave', 'VBP'], ['salon', 'VBN'], ['super', 'JJ'], ['skinny', 'NN'], ['serum', 'NN'], ['best', 'JJS'], ['could', 'MD'], ['find', 'VB'], ['day', 'NN'], ['frizzed', 'VBN'], ['looked', 'VBD'], ['bad', 'JJ'], ['tried', 'JJ'], ['product', 'NN'], ['immediately', 'RB'], ['impressed', 'JJ'], ['performance', 'NN'], ['hair', 'NN'], ['smooth', 'JJ'], ['soft', 'JJ'], ['manageable', 'JJ'], ['finally', 'RB'], ['soft', 'JJ'], ['healthy', 'JJ'], ['looking', 'VBG'], ['straight', 'JJ'], ['hair', 'NN'], ['always', 'RB'], ['wnted', 'VBD'], ['put', 'JJ'], ['hair', 'NN'], ['ponytail', 'NN'], ['look', 'NN'], ['lot', 'NN'], ['smoother', 'NN'], ['before', 'IN'], ['odor', 'JJ'], ['product', 'NN'], ['difficult', 'JJ'], ['deal', 'NN'], ['first', 'RB'], ['day', 'NN'], ['smell', 'VBP'], ['like', 'IN'], ['cheap', 'JJ'], ['hairspray', 'NN'], ['cheap', 'JJ'], ['cologne', 'NN'], ['trying', 'VBG'], ['cover', 'RB'], ['even', 'RB'], ['worse', 'JJR'], ['smell', 'NN'], ['first', 'JJ'], ['time', 'NN'], ['used', 'VBN'], ['teenage', 'NN'], ['daughter', 'NN'], ['asked', 'VBD'], ['crack', 'NN'], ['window', 'NN'], ['car', 'NN'], ['smell', 'NN'], ['it', 'PRP'], ['time', 'NN'], ['got', 'VBD'], ['used', 'VBN'], ['it', 'PRP'], ['shampoo', 'VBZ'], ['almost', 'RB'], ['daily', 'JJ'], ['4th', 'CD'], ['bottle', 'JJ'], ['each', 'DT'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['consistently', 'RB'], ['great', 'JJ'], ['result', 'NN'], ['i', 'NN'], ['still', 'RB'], ['use', 'VBP'], ['super', 'JJ'], ['skinny', 'NN'], ['serum', 'NN']"
320,"['thick', 'JJ'], ['hair', 'NN'], ['like', 'IN'], ['conditioner', 'JJR'], ['need', 'VBP'], ['one', 'CD'], ['control', 'NN'], ['frizzy', 'JJ'], ['hair', 'NN'], ['day', 'NN'], ['long', 'JJ'], ['work', 'NN'], ['better', 'RBR'], ['conditioner', 'NN'], ['ive', 'JJ'], ['tried', 'VBN'], ['still', 'RB'], ['flyaway', 'RB'], ['hair', 'JJ'], ['continue', 'VBP'], ['look', 'VB'], ['conditioner', 'JJ'], ['keep', 'VB'], ['flyaway', 'JJ'], ['hair', 'JJ'], ['smooth', 'JJ'], ['day', 'NN'], ['long', 'RB']"
321,"['make', 'VB'], ['nearly', 'RB'], ['unmanageable', 'JJ'], ['hair', 'NN'], ['smooth', 'JJ'], ['soft', 'JJ']"
322,"['love', 'NN']"
323,"['good', 'JJ']"
324,"['curl', 'NN'], ['always', 'RB'], ['crazy', 'JJ'], ['place', 'NN'], ['frizz', 'NN'], ['humid', 'JJ'], ['hair', 'NN'], ['would', 'MD'], ['grow', 'VB'], ['good', 'JJ'], ['way', 'NN'], ['would', 'MD'], ['grow', 'VB'], ['out', 'RP'], ['since', 'IN'], ['using', 'VBG'], ['new', 'JJ'], ['product', 'NN'], ['hair', 'NN'], ['done', 'VBN'], ['much', 'JJ'], ['say', 'VBP'], ['pleased', 'JJ'], ['hair', 'NN'], ['smell', 'NN'], ['nice', 'JJ'], ['soft', 'JJ'], ['manageable', 'JJ'], ['spend', 'NN'], ['minute', 'NN'], ['trying', 'VBG'], ['tame', 'JJ'], ['hair', 'NN'], ['pull', 'VB'], ['back', 'RB'], ['pony', 'JJ'], ['tailit', 'NN'], ['already', 'RB'], ['look', 'VB'], ['good', 'JJ'], ['thanks', 'NNS'], ['tresemmes', 'NNS'], ['keratin', 'VBP'], ['shampoo', 'JJ'], ['conditioning', 'NN'], ['line', 'NN']"
325,"['ive', 'NN'], ['used', 'VBN'], ['product', 'NN'], ['month', 'NN'], ['love', 'VBD'], ['it', 'PRP'], ['though', 'IN'], ['still', 'RB'], ['frizzy', 'JJ'], ['hair', 'NN'], ['help', 'NN'], ['keep', 'VB'], ['hair', 'NN'], ['smooth', 'JJ'], ['love', 'NN'], ['use', 'NN'], ['conditioner', 'NN'], ['shampoo', 'NN'], ['may', 'MD'], ['problem', 'NN'], ['frizz', 'VB'], ['im', 'NN'], ['happy', 'JJ'], ['tresemme', 'NN'], ['im', 'NN'], ['thinking', 'VBG'], ['purchasing', 'VBG'], ['serum', 'NN'], ['hopefully', 'RB'], ['using', 'VBG'], ['conditioner', 'NN'], ['serum', 'NN'], ['help', 'NN'], ['frizz', 'VB'], ['recommend', 'JJ'], ['product', 'NN'], ['people', 'NNS'], ['unmanageable', 'JJ'], ['hair', 'JJ'], ['people', 'NNS'], ['straighten', 'VBP'], ['hair', 'NN']"
